"Ligand"	"Receptor"	"known"	"Source"	"Databases"	"Evidence"	"PMIDs"
"Efna5_Epha6"	"Efna5"	"Epha6"	"known"	"HPMR,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9330863"
"Efna5_Epha7"	"Efna5"	"Epha7"	"known"	"DLRP,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10366629"
"Efna5_Epha8"	"Efna5"	"Epha8"	"known"	"DLRP,HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9330863,11416136"
"Efna5_Ephb1"	"Efna5"	"Ephb1"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9245480"
"Efna5_Ephb2"	"Efna5"	"Ephb2"	"known"	"HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15107857"
"Efna5_Ephb6"	"Efna5"	"Ephb6"	"novel"	"STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15107857"
"Efnb1_Epha4"	"Efnb1"	"Epha4"	"known"	"DLRP,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Efnb1_Epha6"	"Efnb1"	"Epha6"	"novel"	"STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Efnb1_Ephb1"	"Efnb1"	"Ephb1"	"known"	"DLRP,HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9330863,11713248,10669731,12223469"
"Efnb1_Ephb2"	"Efnb1"	"Ephb2"	"known"	"DLRP,HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9330863,8878483"
"Efnb1_Ephb3"	"Efnb1"	"Ephb3"	"known"	"DLRP,HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9330863"
"Efnb1_Ephb4"	"Efnb1"	"Ephb4"	"known"	"DLRP,HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9330863"
"Efnb1_Ephb6"	"Efnb1"	"Ephb6"	"known"	"DLRP,HPMR,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11713248"
"Efnb1_Erbb2"	"Efnb1"	"Erbb2"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"22279592"
"Efnb2_Epha3"	"Efnb2"	"Epha3"	"novel"	"HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8559144"
"Efnb2_Epha4"	"Efnb2"	"Epha4"	"known"	"DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9330863,12761826"
"Efnb2_Epha6"	"Efnb2"	"Epha6"	"novel"	"STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10648835"
"Efnb2_Ephb1"	"Efnb2"	"Ephb1"	"known"	"DLRP,HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9330863,10066262,8559144"
"Efnb2_Ephb2"	"Efnb2"	"Ephb2"	"known"	"DLRP,HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9330863,11780069"
"Efnb2_Ephb3"	"Efnb2"	"Ephb3"	"known"	"DLRP,HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9330863"
"Efnb2_Ephb4"	"Efnb2"	"Ephb4"	"known"	"DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7534404,12051776,9718367"
"Efnb2_Ephb6"	"Efnb2"	"Ephb6"	"known"	"DLRP,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10648835"
"Efnb2_Grm1"	"Efnb2"	"Grm1"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15745950"
"Efnb2_Grm5"	"Efnb2"	"Grm5"	"novel"	"HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15745950"
"Efnb2_Pecam1"	"Efnb2"	"Pecam1"	"novel"	"HPRD,HPMR.Ligand"	"literature"	"supported"	"16357318"
"Efnb2_Rhbdl2"	"Efnb2"	"Rhbdl2"	"novel"	"HPRD,HPMR.Ligand"	"literature"	"supported"	"15047175"
"Efnb3_Epha4"	"Efnb3"	"Epha4"	"known"	"DLRP,HPMR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12649481),12383247,9484836"
"Efnb3_Ephb1"	"Efnb3"	"Ephb1"	"known"	"DLRP,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Efnb3_Ephb2"	"Efnb3"	"Ephb2"	"known"	"DLRP,HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9330863"
"Efnb3_Ephb3"	"Efnb3"	"Ephb3"	"known"	"DLRP,HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9330863,9484836"
"Efnb3_Ephb4"	"Efnb3"	"Ephb4"	"known"	"DLRP,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8755474"
"Efnb3_Ephb6"	"Efnb3"	"Ephb6"	"known"	"DLRP,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Efnb3_Rhbdl2"	"Efnb3"	"Rhbdl2"	"novel"	"HPRD,HPMR.Ligand"	"literature"	"supported"	"15047175"
"Egf_Cav1"	"Egf"	"Cav1"	"novel"	"STRING.binding,HPMR.Ligand"	"putative "	""	""
"Egf_Egfr"	"Egf"	"Egfr"	"known"	"DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"6289330,12093292,12620237,10788520,16274239,15620700,12297050"
"Egf_Erbb2"	"Egf"	"Erbb2"	"novel"	"HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12093292"
"Egf_Erbb3"	"Egf"	"Erbb3"	"novel"	"HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12093292"
"Egf_Erbb4"	"Egf"	"Erbb4"	"novel"	"STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9305636"
"Egf_Fshr"	"Egf"	"Fshr"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Epgn_Egfr"	"Epgn"	"Egfr"	"known"	"IUPHAR,HPMR.Receptor"	"literature"	"supported "	""
"Epo_Epor"	"Epo"	"Epor"	"known"	"DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9442088,16982323,10318834,9808045"
"Ereg_Egfr"	"Ereg"	"Egfr"	"known"	"DLRP,HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8626392,9419975"
"Ereg_Erbb2"	"Ereg"	"Erbb2"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Ereg_Erbb3"	"Ereg"	"Erbb3"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Ereg_Erbb4"	"Ereg"	"Erbb4"	"known"	"DLRP,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9419975"
"F10_F3"	"F10"	"F3"	"novel"	"HPRD,STRING.binding,STRING.experiment,HPMR.Receptor"	"literature"	"supported"	"8702971"
"F10_Gm49368"	"F10"	"Gm49368"	"novel"	"STRING.binding,HPMR.Receptor"	"putative "	""	""
"F10_Itgb2"	"F10"	"Itgb2"	"novel"	"STRING.binding,HPMR.Receptor"	"putative "	""	""
"F11_Gp1ba"	"F11"	"Gp1ba"	"novel"	"HPRD,"	"literature"	"supported"	"11696542"
"F12_Cd93"	"F12"	"Cd93"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"11204562,8710908"
"F12_Gp1ba"	"F12"	"Gp1ba"	"novel"	"HPRD,"	"literature"	"supported"	"10801853"
"F13a1_Itga4"	"F13a1"	"Itga4"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10816592"
"F13a1_Itga9"	"F13a1"	"Itga9"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10816592"
"F13a1_Itgb1"	"F13a1"	"Itgb1"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10816592"
"F2_F2r"	"F2"	"F2r"	"known"	"HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11356985,10644723,12563219,9058715,10978167"
"F2_F2rl1"	"F2"	"F2rl1"	"known"	"HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11356985,10978167"
"F2_F2rl2"	"F2"	"F2rl2"	"known"	"HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11356985,12732212"
"F2_F2rl3"	"F2"	"F2rl3"	"known"	"HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12732212"
"F2_Gp1ba"	"F2"	"Gp1ba"	"novel"	"HPRD,STRING.binding,STRING.experiment,HPMR.Ligand"	"literature"	"supported"	"2933256,11024046"
"F2_Gp1bb"	"F2"	"Gp1bb"	"novel"	"STRING.binding,HPMR.Ligand"	"putative "	""	""
"F2_Gp9"	"F2"	"Gp9"	"novel"	"STRING.binding,HPMR.Ligand"	"literature"	"supported"	"2207326"
"F2_Itga2b"	"F2"	"Itga2b"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11487023"
"F2_Thbd"	"F2"	"Thbd"	"novel"	"HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7615164,8663147,14691232"
"F7_F3"	"F7"	"F3"	"known"	"HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12787023,9925787"
"F8_Asgr2"	"F8"	"Asgr2"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15946216"
"F8_Ldlr"	"F8"	"Ldlr"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15840700"
"F8_Lrp1"	"F8"	"Lrp1"	"known"	"HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11560943,12522143"
"F9_Lrp1"	"F9"	"Lrp1"	"known"	"HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11560943,12522212"
"Farp2_Plxna1"	"Farp2"	"Plxna1"	"novel"	"STRING.binding,HPMR.Receptor"	"putative "	""	""
"Farp2_Plxna2"	"Farp2"	"Plxna2"	"novel"	"STRING.binding,HPMR.Receptor"	"putative "	""	""
"Farp2_Plxna3"	"Farp2"	"Plxna3"	"novel"	"STRING.binding,HPMR.Receptor"	"putative "	""	""
"Farp2_Plxna4"	"Farp2"	"Plxna4"	"novel"	"STRING.binding,HPMR.Receptor"	"putative "	""	""
"Fasl_Fas"	"Fasl"	"Fas"	"known"	"DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9126929,9228058,9126929"
"Fasl_Tnfrsf1a"	"Fasl"	"Tnfrsf1a"	"novel"	"STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Fat4_Dchs1"	"Fat4"	"Dchs1"	"novel"	"STRING.binding,"	"literature"	"supported"	"24056717,21303848"
"Fbln1_Itgb1"	"Fbln1"	"Itgb1"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"2527614"
"Fbln2_Itgb3"	"Fbln2"	"Itgb3"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"10848816"
"Fbn1_Itga5"	"Fbn1"	"Itga5"	"novel"	"STRING.binding,HPMR.Receptor"	"literature"	"supported"	"20686071"
"Fbn1_Itgav"	"Fbn1"	"Itgav"	"novel"	"STRING.binding,HPMR.Receptor"	"literature"	"supported"	"20686071"
"Fbn1_Itgb1"	"Fbn1"	"Itgb1"	"novel"	"STRING.binding,HPMR.Receptor"	"literature"	"supported"	"20686071"
"Fbn1_Itgb3"	"Fbn1"	"Itgb3"	"novel"	"literature"	"supported"	"20686071"	""
"Fbn1_Itgb6"	"Fbn1"	"Itgb6"	"novel"	"STRING.binding,HPMR.Receptor"	"putative "	""	""
"Fga_Cdh5"	"Fga"	"Cdh5"	"novel"	"HPRD,HPMR.Ligand"	"literature"	"supported"	"11900554"
"Fga_Itga2b"	"Fga"	"Itga2b"	"novel"	"HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11460491"
"Fga_Itga5"	"Fga"	"Itga5"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15031111"
"Fga_Itgad"	"Fga"	"Itgad"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Fga_Gm49368"	"Fga"	"Gm49368"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"16601240"
"Fga_Itgav"	"Fga"	"Itgav"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15031111"
"Fga_Itgax"	"Fga"	"Itgax"	"known"	"HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"4062888"
"Fga_Itgb1"	"Fga"	"Itgb1"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15031111"
"Fga_Itgb2"	"Fga"	"Itgb2"	"known"	"HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"4062888"
"Fga_Itgb3"	"Fga"	"Itgb3"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11460491"
"Fga_Plaur"	"Fga"	"Plaur"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Fgb_Itga2b"	"Fgb"	"Itga2b"	"novel"	"literature"	"supported"	"2018974"	""
"Fgb_Itga5"	"Fgb"	"Itga5"	"novel"	"literature"	"supported"	"15031111"	""
"Fgb_Gm49368"	"Fgb"	"Gm49368"	"novel"	"literature"	"supported"	"16601240"	""
"Fgb_Itgav"	"Fgb"	"Itgav"	"novel"	"literature"	"supported"	"15031111"	""
"Fgb_Itgb1"	"Fgb"	"Itgb1"	"novel"	"literature"	"supported"	"15031111"	""
"Fgb_Itgb2"	"Fgb"	"Itgb2"	"novel"	"literature"	"supported"	"16601240"	""
"Fgf10_Fgfr1"	"Fgf10"	"Fgfr1"	"known"	"DLRP,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Fgf10_Fgfr2"	"Fgf10"	"Fgfr2"	"known"	"DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9582367,12591959"
"Fgf10_Fgfr3"	"Fgf10"	"Fgfr3"	"known"	"DLRP,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Fgf10_Fgfr4"	"Fgf10"	"Fgfr4"	"known"	"DLRP,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Fgf11_Fgfr1"	"Fgf11"	"Fgfr1"	"known"	"DLRP,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Fgf11_Fgfr2"	"Fgf11"	"Fgfr2"	"known"	"DLRP,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Fgf11_Fgfr3"	"Fgf11"	"Fgfr3"	"known"	"DLRP,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Fgf11_Fgfr4"	"Fgf11"	"Fgfr4"	"known"	"DLRP,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Fgf12_Fgfr1"	"Fgf12"	"Fgfr1"	"known"	"DLRP,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Fgf12_Fgfr2"	"Fgf12"	"Fgfr2"	"known"	"DLRP,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Fgf12_Fgfr3"	"Fgf12"	"Fgfr3"	"known"	"DLRP,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Fgf12_Fgfr4"	"Fgf12"	"Fgfr4"	"known"	"DLRP,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Fgf14_Fgfr1"	"Fgf14"	"Fgfr1"	"known"	"DLRP,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Fgf14_Fgfr2"	"Fgf14"	"Fgfr2"	"known"	"DLRP,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Fgf14_Fgfr3"	"Fgf14"	"Fgfr3"	"known"	"DLRP,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Fgf14_Fgfr4"	"Fgf14"	"Fgfr4"	"known"	"DLRP,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Fgf16_Fgfr1"	"Fgf16"	"Fgfr1"	"known"	"DLRP,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Fgf16_Fgfr2"	"Fgf16"	"Fgfr2"	"known"	"DLRP,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"16597617"
"Fgf16_Fgfr3"	"Fgf16"	"Fgfr3"	"known"	"DLRP,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"16597617"
"Fgf16_Fgfr4"	"Fgf16"	"Fgfr4"	"known"	"DLRP,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"16597617"
"Fgf17_Fgfr1"	"Fgf17"	"Fgfr1"	"known"	"DLRP,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10751172"
"Fgf17_Fgfr2"	"Fgf17"	"Fgfr2"	"known"	"DLRP,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10751172"
"Fgf17_Fgfr3"	"Fgf17"	"Fgfr3"	"known"	"DLRP,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10751172"
"Fgf17_Fgfr4"	"Fgf17"	"Fgfr4"	"known"	"DLRP,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10751172"
"Fgf18_Fgfr1"	"Fgf18"	"Fgfr1"	"known"	"DLRP,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10751172"
"Fgf18_Fgfr2"	"Fgf18"	"Fgfr2"	"known"	"DLRP,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10751172"
"Fgf18_Fgfr3"	"Fgf18"	"Fgfr3"	"known"	"DLRP,HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15781473,10751172"
"Fgf18_Fgfr4"	"Fgf18"	"Fgfr4"	"known"	"DLRP,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10751172"
"Fgf15_Fgfr1"	"Fgf15"	"Fgfr1"	"known"	"DLRP,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"16597617"
"Fgf15_Fgfr2"	"Fgf15"	"Fgfr2"	"known"	"DLRP,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"16597617"
"Fgf15_Fgfr3"	"Fgf15"	"Fgfr3"	"known"	"DLRP,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"16597617"
"Fgf15_Fgfr4"	"Fgf15"	"Fgfr4"	"known"	"DLRP,HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"14730967,10525310"
"Fgf15_Klb"	"Fgf15"	"Klb"	"novel"	"literature"	"supported"	"22442730"	""
"Fgf1_Cd44"	"Fgf1"	"Cd44"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Fgf1_Egfr"	"Fgf1"	"Egfr"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Fgf1_Fgfr1"	"Fgf1"	"Fgfr1"	"known"	"DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8663044,8756477,11032250,10336501"
"Fgf1_Fgfr2"	"Fgf1"	"Fgfr2"	"known"	"DLRP,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10618369,11069186,14732692"
"Fgf1_Fgfr3"	"Fgf1"	"Fgfr3"	"known"	"DLRP,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10574949,14732692"
"Fgf1_Fgfr4"	"Fgf1"	"Fgfr4"	"known"	"DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8663044,10736564,10336501"
"Fgf1_Fgfrl1"	"Fgf1"	"Fgfrl1"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Fgf1_Nrp1"	"Fgf1"	"Nrp1"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15695515"
"Fgf20_Fgfr4"	"Fgf20"	"Fgfr4"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15621532"
"Fgf21_Fgfr2"	"Fgf21"	"Fgfr2"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Fgf21_Fgfr4"	"Fgf21"	"Fgfr4"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"22442730"
"Fgf22_Fgfr2"	"Fgf22"	"Fgfr2"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12591959"
"Fgf23_Fgfr1"	"Fgf23"	"Fgfr1"	"known"	"HPMR,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"16081635"
"Fgf23_Fgfr2"	"Fgf23"	"Fgfr2"	"known"	"HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"16081635,12032146"
"Fgf23_Fgfr3"	"Fgf23"	"Fgfr3"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12032146"
"Fgf23_Fgfr4"	"Fgf23"	"Fgfr4"	"known"	"HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"16081635"
"Fgf23_Phex"	"Fgf23"	"Phex"	"novel"	"HPRD,STRING.binding,HPMR.Ligand"	"literature"	"supported"	"11409890"
"Fgf2_Cd44"	"Fgf2"	"Cd44"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7532176"
"Fgf2_Fgfr1"	"Fgf2"	"Fgfr1"	"known"	"DLRP,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10950949,11030354"
"Fgf2_Fgfr2"	"Fgf2"	"Fgfr2"	"known"	"DLRP,HPMR,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8663044"
"Fgf2_Fgfr3"	"Fgf2"	"Fgfr3"	"known"	"DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8663044,10574949"
"Fgf2_Fgfr4"	"Fgf2"	"Fgfr4"	"known"	"DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8663044,8530375"
"Fgf2_Fgfrl1"	"Fgf2"	"Fgfrl1"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11418238"
"Fgf2_Gpc4"	"Fgf2"	"Gpc4"	"novel"	"HPRD,HPMR.Ligand"	"literature"	"supported"	"11066092"
"Fgf2_Nrp1"	"Fgf2"	"Nrp1"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15695515"
"Fgf2_Sdc1"	"Fgf2"	"Sdc1"	"novel"	"HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"16982797"
"Fgf2_Sdc2"	"Fgf2"	"Sdc2"	"known"	"HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11015614,16982797"
"Fgf2_Sdc3"	"Fgf2"	"Sdc3"	"novel"	"HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"16982797,8344959"
"Fgf2_Sdc4"	"Fgf2"	"Sdc4"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9012653"
"Fgf3_Fgfr1"	"Fgf3"	"Fgfr1"	"known"	"DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7592624,8663044"
"Fgf3_Fgfr2"	"Fgf3"	"Fgfr2"	"known"	"DLRP,HPMR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7592624,8663044"
"Fgf3_Fgfr3"	"Fgf3"	"Fgfr3"	"novel"	"HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8663044"
"Fgf3_Fgfr4"	"Fgf3"	"Fgfr4"	"novel"	"HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8663044"
"Fgf4_Fgfr1"	"Fgf4"	"Fgfr1"	"known"	"DLRP,HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11486033"
"Fgf4_Fgfr2"	"Fgf4"	"Fgfr2"	"known"	"DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11486033,8663044"
"Fgf4_Fgfr3"	"Fgf4"	"Fgfr3"	"known"	"DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11486033,8663044"
"Fgf4_Fgfr4"	"Fgf4"	"Fgfr4"	"known"	"DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11486033,8663044"
"Fgf4_Nrp1"	"Fgf4"	"Nrp1"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15695515"
"Fgf5_Fgfr1"	"Fgf5"	"Fgfr1"	"known"	"DLRP,HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8386828"
"Fgf5_Fgfr2"	"Fgf5"	"Fgfr2"	"known"	"DLRP,HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8386828,11876253"
